arm,reward
0,7.0
1,4.04
0,6.02
0,6.0
5,3.47
1,4.37
5,0.54
0,4.94
0,2.81
4,5.44
1,4.31
2,3.88
0,7.0
2,5.93
0,6.15
3,4.58
1,3.67
2,3.36
1,6.88
0,2.83
1,5.54
2,4.45
5,5.91
1,4.85
5,6.07
2,4.51
4,3.98
3,4.61
1,4.46
3,4.84
0,7.0
5,4.73
3,4.4
2,5.59
3,6.16
4,3.7
3,4.47
5,5.82
3,6.32
2,5.53
0,4.19
1,4.61
1,5.36
5,2.23
4,5.16
3,5.63
3,4.79
1,3.92
4,5.34
0,2.64
0,3.67
5,3.31
2,5.21
2,3.38
2,4.37
0,1.03
4,5.1
5,5.78
5,6.44
3,4.58
0,3.41
4,3.12
1,3.56
2,4.22
1,5.06
5,5.81
0,2.69
2,5.93
2,4.6
5,0.0
3,5.36
1,4.11
2,4.93
5,2.46
1,4.3
0,2.63
3,7.0
4,3.67
1,3.29
3,5.94
1,3.72
2,5.33
5,3.39
2,4.74
5,2.45
0,3.58
5,3.13
0,7.0
5,3.62
5,5.24
4,4.58
4,4.12
4,5.76
2,4.0
0,3.5
4,2.84
2,5.75
5,2.89
5,2.77
1,4.98
5,2.85
2,5.37
5,3.86
5,2.92
4,4.97
0,3.31
0,5.98
5,3.17
0,2.14
2,5.56
4,4.46
0,6.34
3,6.56
4,4.23
2,5.58
2,3.92
0,1.24
2,4.85
5,3.82
2,3.78
3,5.61
3,5.71
3,5.52
5,6.82
0,0.0
1,5.6
1,3.71
3,4.7
0,1.61
5,4.73
1,4.99
1,5.19
1,1.45
5,5.75
5,3.3
3,6.4
2,4.92
4,3.89
3,4.0
2,3.08
4,4.16
3,3.96
4,4.9
5,4.5
1,4.74
0,0.0
1,2.96
2,5.24
0,4.06
2,4.5
2,5.28
5,2.15
3,3.99
2,6.11
1,4.46
2,3.55
0,1.66
1,3.2
2,3.89
1,7.0
3,4.65
0,3.77
5,5.38
5,2.89
4,3.56
0,5.36
1,5.31
4,5.2
2,4.65
0,1.49
5,4.45
1,5.12
2,4.98
1,3.36
0,1.68
0,2.07
4,4.43
2,5.6
4,3.72
4,5.96
0,4.49
4,4.82
2,4.63
5,4.28
5,2.48
3,4.01
3,4.53
3,5.78
3,3.13
1,4.0
3,4.42
1,4.29
3,4.89
4,6.24
3,6.0
0,3.9
0,4.61
3,5.71
3,6.71
0,4.68
0,5.35
3,4.31
5,5.17
5,4.83
5,3.84
4,3.81
2,3.17
1,5.47
0,1.84
1,5.7
2,3.93
5,4.08
4,3.84
3,6.72
4,3.18
5,4.25
1,6.36
3,4.73
4,3.36
5,3.59
5,6.09
0,5.02
0,7.0
3,6.17
1,4.19
5,4.66
3,4.32
2,4.78
4,6.24
4,3.75
4,7.0
0,7.0
2,4.44
0,3.05
2,4.73
5,3.3
2,5.95
2,4.72
1,4.84
1,5.48
3,5.69
2,3.03
3,5.14
3,5.16
2,4.93
3,5.8
2,5.45
4,4.62
3,4.26
0,0.0
2,5.22
5,4.44
0,3.24
4,5.39
2,4.48
2,3.2
3,5.06
3,5.87
1,5.57
4,3.22
2,5.81
3,5.56
4,5.67
4,1.59
5,0.75
3,5.1
1,3.47
1,4.89
5,5.89
3,4.49
0,0.0
4,4.74
5,2.87
1,4.09
5,5.56
3,5.09
1,4.19
0,7.0
4,4.96
4,3.77
4,5.67
3,6.16
2,6.27
2,4.16
0,3.71
0,0.0
3,4.43
2,3.31
5,6.39
3,4.1
1,4.34
3,5.69
3,5.21
2,4.76
2,7.0
1,3.21
3,5.91
0,0.51
2,3.14
0,2.52
1,4.33
0,6.1
4,5.25
0,2.49
1,5.8
4,4.63
1,4.39
4,4.09
5,2.63
0,7.0
5,5.33
4,2.52
1,4.32
0,2.05
3,5.91
3,6.15
0,4.49
4,2.32
1,7.0
5,6.07
2,3.61
0,6.99
4,4.04
5,5.96
3,4.42
3,4.88
3,6.21
3,4.36
3,5.32
1,5.19
3,6.62
2,5.71
3,3.68
1,5.19
0,6.1
4,3.81
2,4.37
3,5.66
0,0.92
5,4.15
1,2.96
5,6.01
3,5.42
2,5.88
0,6.13
3,5.37
0,5.31
2,4.18
2,4.1
3,3.52
0,7.0
2,5.57
0,0.93
4,5.68
5,5.61
3,4.85
5,4.93
0,7.0
1,4.41
4,3.92
2,6.0
5,3.4
0,2.71
4,4.32
0,5.69
4,2.88
2,6.11
3,3.89
2,4.38
2,4.88
1,2.99
0,1.33
4,6.08
0,3.93
0,0.0
1,4.6
5,4.6
4,4.43
1,3.4
3,4.81
2,5.22
5,1.2
5,0.87
1,4.64
3,5.74
0,7.0
2,6.48
0,7.0
4,5.38
2,5.26
5,5.65
1,2.9
1,4.16
1,4.88
3,4.96
1,5.1
0,0.0
3,5.17
0,3.12
5,5.67
3,4.91
2,4.51
4,2.99
0,1.1
1,4.05
0,1.63
2,4.62
3,5.77
3,5.72
5,2.86
2,5.99
0,4.86
1,3.23
5,1.98
5,0.62
0,3.97
5,3.38
3,6.5
4,6.34
2,2.86
4,4.06
1,6.32
2,6.18
5,6.3
2,3.81
2,5.34
3,3.55
2,5.63
1,3.11
0,4.19
1,5.48
2,4.96
1,5.2
4,6.48
0,0.0
0,0.0
2,4.95
5,6.24
0,4.73
1,6.77
4,3.42
4,4.41
4,3.73
4,4.67
1,3.17
1,5.41
5,5.38
1,4.39
3,3.42
5,5.36
5,1.56
3,3.78
1,3.75
4,5.05
3,7.0
2,6.41
2,4.51
4,4.37
5,2.03
5,6.67
0,1.52
0,3.14
1,6.2
2,5.81
1,5.66
2,5.59
0,4.81
5,4.3
1,5.98
5,4.35
2,4.23
5,5.05
4,4.47
3,5.25
0,0.29
3,5.57
2,6.21
4,5.26
4,4.04
3,4.33
1,5.36
5,7.0
4,5.03
5,5.21
4,4.94
2,3.81
0,1.35
3,4.75
3,4.37
0,3.8
2,4.87
4,4.25
2,4.61
0,7.0
5,4.83
2,3.82
5,6.77
0,1.96
1,6.09
5,4.13
3,4.82
1,3.87
1,4.55
1,2.77
5,3.18
5,5.02
3,5.07
0,3.68
3,4.78
4,4.53
5,6.1
2,5.02
1,4.28
2,6.83
4,1.94
4,3.86
5,5.63
5,3.06
4,5.7
0,2.77
4,4.35
5,3.93
0,5.56
1,5.14
3,5.15
0,0.0
4,2.59
2,3.31
0,6.76
0,4.81
1,4.09
5,3.63
2,5.1
2,5.39
2,5.5
4,3.82
0,0.32
4,5.75
2,4.48
0,7.0
1,3.0
5,7.0
5,3.93
3,6.67
4,3.82
5,3.56
1,4.1
2,6.14
1,3.47
0,1.15
3,4.69
4,2.5
0,5.67
4,3.4
1,6.39
2,4.78
3,5.87
1,3.46
0,6.99
0,5.28
3,4.18
3,6.05
5,4.33
1,3.72
2,4.21
1,3.48
1,6.83
2,6.28
4,3.74
5,4.58
2,5.25
3,4.71
3,3.36
2,6.57
2,5.34
2,6.15
4,2.58
3,4.26
0,3.56
5,1.55
4,3.95
5,4.11
0,7.0
1,6.28
3,4.62
0,0.07
4,6.04
5,3.6
0,3.73
3,5.51
3,3.52
5,4.34
5,4.69
0,3.3
5,2.35
4,5.02
1,5.33
2,5.41
4,5.15
5,3.91
3,4.99
3,2.29
5,4.2
4,6.41
5,4.58
5,3.06
2,3.23
1,4.08
0,2.91
1,3.53
3,6.06
3,4.28
2,6.52
3,6.03
0,0.22
1,5.24
0,0.06
2,2.46
2,4.78
5,3.9
5,2.83
1,4.2
1,5.82
5,4.17
3,6.54
3,5.99
4,4.31
5,4.93
2,3.9
3,4.59
2,5.39
5,2.98
1,5.99
2,5.54
2,4.66
4,5.39
0,5.11
4,5.62
3,4.73
5,4.35
0,4.68
4,5.22
0,5.53
0,7.0
1,5.65
4,4.2
3,5.68
0,2.82
3,3.2
4,4.89
4,4.75
3,3.89
5,3.77
1,4.04
0,3.14
1,6.3
4,4.47
4,6.4
0,4.02
3,4.69
3,4.18
3,4.27
2,5.79
1,6.26
3,5.66
3,4.87
2,3.33
5,0.75
0,1.38
5,1.79
5,5.53
4,5.2
1,5.11
1,4.75
3,4.01
4,5.86
0,2.57
2,4.21
1,5.46
3,3.47
1,4.92
2,3.33
4,4.84
1,6.69
4,5.02
5,4.5
1,3.88
3,5.08
5,2.96
0,1.48
1,4.05
2,5.26
2,6.34
0,2.53
4,4.89
3,5.54
2,4.36
0,3.99
3,4.26
4,5.09
5,3.42
2,4.29
0,7.0
0,1.88
1,6.66
4,3.89
2,4.66
3,6.57
1,4.86
2,6.74
0,1.81
1,5.81
0,0.79
2,5.16
3,4.61
3,5.46
0,5.19
5,4.56
0,4.0
3,5.38
2,4.21
5,7.0
2,4.93
2,4.16
4,5.67
4,6.93
0,1.83
3,6.24
3,4.57
2,6.58
0,7.0
1,5.24
2,5.43
0,4.77
2,4.04
5,3.07
5,6.62
0,5.56
4,3.15
0,3.75
3,6.06
2,5.17
2,5.91
1,3.7
4,5.28
4,6.18
2,3.84
2,4.92
3,2.83
2,5.49
1,5.08
0,2.36
0,5.05
2,5.44
4,4.47
4,2.23
1,3.22
1,4.39
3,5.97
5,3.58
3,4.13
4,4.36
5,4.32
5,4.54
0,3.06
2,5.04
3,4.2
4,3.54
0,5.42
1,4.0
5,6.18
5,3.68
0,0.85
0,6.64
4,4.81
0,1.35
1,3.51
2,6.4
1,4.67
3,5.9
3,5.62
3,4.1
2,6.7
2,3.35
1,6.69
1,4.62
1,4.9
2,4.97
2,5.21
1,6.12
5,4.45
1,5.01
3,3.9
0,3.14
2,5.36
5,4.72
0,0.81
3,4.73
2,3.63
5,3.31
0,7.0
0,7.0
2,5.63
3,2.92
4,3.24
4,3.4
3,5.23
0,3.57
1,5.19
2,4.2
0,2.35
1,4.51
3,5.69
5,5.74
4,3.9
5,5.77
5,4.09
4,4.68
1,5.06
3,5.39
2,5.72
4,6.09
5,2.02
4,1.41
5,4.65
5,5.29
5,3.02
3,4.69
1,3.55
2,4.39
5,3.74
1,6.2
1,2.76
1,4.74
3,4.76
2,5.55
5,4.06
0,3.09
4,5.4
0,7.0
2,4.97
4,4.49
3,3.89
4,4.29
3,4.62
5,3.82
0,4.5
4,3.71
0,4.5
2,5.52
0,4.52
3,3.74
0,2.08
2,5.06
5,2.29
4,5.84
4,4.33
3,5.5
0,0.0
2,4.47
2,5.52
5,3.28
2,5.54
3,6.24
5,5.09
4,5.56
2,5.35
3,5.3
2,5.62
3,5.41
2,4.91
0,3.9
2,4.71
0,6.92
2,5.84
4,5.9
3,5.07
3,6.32
1,6.2
1,2.83
3,4.76
3,4.59
5,4.33
0,4.14
5,5.92
4,3.5
4,3.73
2,5.06
1,5.1
5,3.77
1,5.48
3,4.48
4,3.74
3,3.55
4,5.76
4,4.57
5,4.04
2,5.4
1,5.29
1,5.69
0,6.36
5,4.49
4,4.45
5,5.24
5,5.2
0,0.0
0,4.85
3,3.28
5,4.4
4,3.85
3,6.55
3,5.84
4,2.56
0,7.0
5,5.61
0,6.76
5,3.73
0,4.16
5,4.2
2,5.72
3,6.19
5,4.3
2,3.98
5,5.9
0,0.1
1,5.34
2,4.88
5,4.25
0,4.65
2,5.43
4,3.7
4,4.33
2,5.65
1,3.69
1,4.03
5,2.2
5,4.61
5,5.3
0,7.0
5,4.19
5,5.3
2,4.38
0,4.73
1,5.71
4,3.06
1,5.69
1,5.29
5,5.11
3,5.56
5,2.61
1,5.35
5,2.47
3,3.81
4,5.59
5,2.12
4,4.25
0,6.12
1,5.67
2,4.23
5,3.49
1,5.66
0,2.86
1,4.32
0,3.19
1,4.6
2,4.11
3,5.67
4,4.09
2,6.57
0,3.46
3,5.28
2,5.67
5,4.7
4,4.17
5,4.2
0,4.73
0,6.0
0,2.05
1,5.86
4,5.48
0,3.92
0,4.71
4,2.56
0,2.06
1,4.67
5,4.84
0,2.51
2,5.38
0,2.5
0,4.69
4,2.38
3,5.44
4,5.08
1,3.08
1,3.26
1,3.69
4,4.13
2,4.64
4,5.94
2,6.02
4,4.73
5,4.24
5,2.27
3,4.8
0,7.0
3,4.21
0,5.24
1,4.51
0,2.79
4,4.89
0,4.43
1,5.0
0,4.24
4,4.22
1,5.71
5,4.86
1,4.11
5,5.28
2,3.13
1,4.7
4,5.02
0,3.68
2,4.7
3,4.49
5,4.93
1,6.68
3,3.28
0,5.82
5,5.9
2,4.48
2,3.86
0,1.72
1,5.42
4,5.5
0,5.85
2,4.83
5,4.77
0,6.74
1,2.34
1,5.45
5,5.43
4,4.62
1,4.2
4,2.83
4,4.37
2,2.09
2,6.13
1,3.05
3,4.23
5,1.37
5,4.91
1,4.52
1,4.81
0,6.99
0,1.15
0,4.71
5,2.44
0,4.91
3,4.09
2,4.44
0,6.23
0,1.4
0,4.28
2,5.46
1,7.0
0,6.86
0,2.02
1,5.25
4,5.42
3,6.46
1,4.91
3,5.06
2,4.33
2,4.9
5,4.05
0,3.77
2,4.57
1,4.71
3,4.31
5,2.55
1,5.32
2,6.64
2,4.89
2,4.79
0,4.6
3,5.25
1,2.87
0,5.22
4,3.07
2,4.5
0,2.01
5,6.95
5,2.01
2,4.68
4,3.82
0,5.37
2,3.78
1,4.43
3,6.42
4,5.93
3,5.29
0,4.01
5,6.31
1,5.68
5,4.31
5,4.35
1,5.7
1,3.63
3,4.4
3,4.92
5,4.64
3,6.79
1,3.42
5,5.49
0,0.0
4,4.82
4,5.93
1,5.36
1,3.73
0,1.14
4,5.83
0,2.62
2,6.68
4,4.79
5,3.8
4,4.73
1,4.67
3,4.99
0,3.37
3,5.14
3,5.89
5,2.13
5,4.71
0,1.09
0,1.37
1,5.7
1,5.24
5,5.22
4,3.84
2,5.18
5,2.37
4,5.69
4,3.04
4,4.83
1,4.15
2,5.8
3,4.45
0,2.02
0,7.0
0,6.37
4,5.82
0,6.01
5,5.53
1,3.13
2,4.65
3,7.0
4,4.04
5,3.91
5,6.18
5,5.7
0,2.62
5,3.74
4,4.83
3,5.18
0,1.8
5,4.12
2,5.73
5,3.16
1,4.53
0,2.21
3,2.91
5,6.62
4,4.53
5,4.63
3,4.73
5,3.85
3,5.03
1,6.35
3,3.83
3,4.9
3,6.19
1,3.68
2,2.76
1,2.59
3,3.99
0,2.92
1,1.74
5,4.85
0,3.82
3,5.65
4,4.3
5,3.76
5,4.82
4,5.84
0,7.0
5,5.27
5,4.56
2,5.3
3,4.99
5,3.71
3,3.78
5,4.35
0,2.81
0,4.07
5,4.3
3,4.63
1,3.92
0,1.47
0,4.61
0,0.65
5,2.31
5,4.01
5,5.74
5,4.24
4,4.29
4,5.35
5,3.64
2,5.53
5,6.3
0,4.71
2,4.71
3,6.04
3,6.56
3,4.99
5,3.49
3,5.39
2,4.26
2,4.37
4,4.15
5,1.88
3,4.78
0,6.19
2,4.99
2,3.73
5,0.97
4,5.23
1,4.99
5,1.32
1,3.87
1,4.49
1,5.44
5,6.73
4,6.33
4,4.28
0,3.05
1,5.63
2,4.27
4,4.16
5,6.19
0,4.28
3,4.06
1,3.64
5,4.09
4,5.56
5,2.94
5,5.84
3,4.55
0,1.95
3,6.07
4,5.52
5,2.93
5,5.6
5,2.76
4,5.82
3,6.02
4,4.49
5,6.28
1,2.81
1,4.23
3,5.95
3,5.74
2,4.98
0,2.98
2,5.57
5,3.34
5,4.56
4,3.74
1,5.12
0,3.91
0,0.0
4,5.12
2,4.89
3,5.7
2,4.41
3,5.27
5,4.68
1,4.63
3,3.6
2,5.14
5,4.13
0,6.94
2,4.06
0,4.1
0,3.61
0,3.15
5,2.88
5,4.16
0,7.0
2,5.92
2,5.16
0,7.0
0,5.5
1,3.96
5,3.42
3,5.26
4,3.64
2,5.42
3,6.63
5,4.77
3,5.39
4,6.05
3,3.61
3,6.3
2,3.24
4,3.45
2,3.49
1,4.06
3,5.4
1,4.54
2,4.8
1,5.51
3,4.78
2,4.65
5,3.33
1,3.93
0,3.36
5,2.57
4,3.87
2,4.82
3,6.39
1,4.68
5,3.14
4,1.8
1,5.73
5,4.36
2,5.11
0,2.5
0,6.79
5,2.91
2,6.03
1,5.48
3,2.93
3,4.28
1,5.05
1,3.65
0,6.65
5,5.17
5,6.7
5,3.67
2,4.51
0,4.77
1,5.73
5,3.36
1,6.17
2,5.09
5,4.42
4,4.02
5,2.99
2,5.55
4,3.62
1,3.78
5,2.46
1,5.78
3,3.5
3,4.24
4,6.57
1,4.61
3,4.81
5,2.41
1,3.95
3,6.1
2,3.76
0,6.73
3,5.13
1,5.3
3,4.98
1,3.96
3,5.93
2,5.29
3,5.03
5,3.25
1,4.98
2,6.73
5,2.73
0,2.85
2,4.83
3,4.54
3,4.83
1,4.47
1,3.12
2,5.05
3,7.0
0,7.0
0,5.05
0,7.0
3,5.43
0,6.02
2,4.05
5,3.08
1,6.61
5,5.12
4,5.35
2,2.95
0,6.03
1,4.92
5,4.51
5,6.4
3,6.88
4,5.52
2,4.02
1,3.03
1,4.95
0,7.0
4,4.61
0,0.5
0,3.11
5,2.24
3,5.44
3,5.25
4,5.94
1,2.9
2,4.61
0,1.42
3,5.74
4,2.82
3,2.82
5,4.42
0,6.46
2,6.33
5,3.74
2,5.74
0,5.26
3,5.53
5,4.33
3,6.13
1,5.56
5,5.03
4,5.07
1,4.87
3,4.73
1,5.08
3,6.47
3,4.52
3,5.03
3,5.11
2,5.31
3,4.58
1,5.5
4,3.82
0,4.75
1,6.51
3,4.56
4,3.72
1,4.65
0,6.11
2,5.31
2,4.79
4,4.51
3,3.15
0,0.32
3,3.94
2,6.21
0,2.95
2,4.89
5,5.48
1,4.57
3,4.53
3,6.38
3,7.0
3,7.0
5,2.12
4,4.44
3,3.16
0,2.88
2,4.41
5,4.21
1,5.97
1,3.04
4,6.57
0,3.36
1,3.26
1,3.97
3,5.76
4,5.56
4,7.0
4,7.0
3,4.95
3,3.62
5,5.64
0,1.78
2,3.92
3,6.45
0,3.03
4,3.86
5,5.32
4,3.64
1,3.02
2,5.63
1,5.56
2,5.82
2,3.9
0,5.4
1,3.94
4,5.47
5,3.37
1,4.3
0,5.7
5,3.4
4,3.51
5,2.9
0,5.24
4,2.94
2,4.16
2,5.89
4,3.35
5,4.45
3,6.95
1,7.0
4,4.16
5,3.9
2,3.97
3,6.48
5,7.0
0,4.1
3,3.49
1,4.9
3,4.67
3,6.67
1,4.15
4,6.19
1,3.55
4,4.31
3,6.27
4,4.56
1,5.49
0,1.51
4,4.33
3,7.0
2,3.92
2,4.19
3,5.59
0,0.0
2,4.82
5,4.27
3,5.56
1,3.88
4,3.92
2,5.22
2,5.25
4,3.17
2,4.89
0,7.0
4,5.07
5,2.06
4,5.16
2,5.69
5,5.22
4,4.79
2,5.23
5,7.0
5,3.64
0,5.6
3,4.48
4,4.26
3,5.57
1,5.59
1,6.05
4,4.39
1,5.28
3,5.04
5,2.16
0,3.0
2,6.31
0,7.0
2,3.93
3,5.62
4,3.65
5,5.75
2,4.62
1,7.0
4,4.33
0,3.65
1,5.06
4,4.68
3,4.98
1,5.75
1,3.84
2,4.23
0,7.0
5,6.31
1,4.48
0,5.63
4,3.51
2,3.15
5,3.33
2,5.35
3,5.35
2,2.38
5,1.88
3,6.03
2,5.32
3,6.33
0,4.96
1,5.25
2,4.98
2,3.61
4,5.87
0,4.37
0,7.0
0,3.75
3,4.88
1,5.09
2,6.91
4,3.08
4,5.41
0,5.16
3,6.25
3,5.22
5,1.97
4,2.33
1,3.65
2,4.38
3,3.73
1,4.5
1,3.42
4,6.63
5,5.15
0,0.96
3,4.89
1,6.66
3,5.13
2,6.07
2,4.92
0,4.07
2,4.94
3,4.3
5,5.24
5,3.64
0,2.92
0,3.26
2,5.15
4,5.72
5,1.93
1,5.88
1,3.45
1,5.24
3,3.49
3,3.17
0,7.0
0,3.47
4,5.55
1,5.91
4,5.57
1,5.29
1,4.73
3,5.73
0,6.38
1,4.82
0,3.19
3,7.0
5,4.77
2,3.75
4,3.94
0,4.9
4,7.0
3,4.8
0,7.0
0,3.25
2,3.61
0,2.65
1,7.0
4,4.17
0,2.23
0,0.93
5,3.43
3,5.15
1,5.66
5,4.97
1,3.75
5,2.46
1,4.61
4,3.66
4,4.21
3,5.97
0,4.86
1,3.86
0,4.5
3,5.44
1,6.26
5,5.23
0,4.38
0,0.11
3,5.17
5,4.25
1,3.9
2,6.16
4,7.0
0,5.03
5,3.29
5,3.23
2,5.09
3,4.65
3,5.22
3,3.78
1,4.62
0,1.57
4,6.01
4,4.66
0,0.43
5,3.68
0,1.03
2,3.95
4,4.3
5,3.01
5,3.32
2,5.1
3,5.03
4,6.85
2,2.56
1,4.34
3,4.71
1,5.16
1,3.94
0,2.44
5,2.34
2,4.47
2,4.54
1,5.09
4,6.45
2,5.82
5,4.54
2,4.92
4,3.85
5,5.49
1,4.0
2,5.02
4,4.59
3,5.61
5,3.03
3,4.67
0,3.4
3,4.72
1,5.65
4,6.41
3,3.89
1,6.91
2,4.95
5,3.68
5,2.54
4,5.04
3,4.72
3,7.0
4,3.58
2,4.99
3,5.77
0,4.66
0,2.51
2,3.34
5,2.42
3,4.97
5,3.42
4,5.89
3,4.18
3,4.96
5,5.61
5,3.97
3,5.25
4,3.7
3,3.61
4,5.42
0,1.14
5,3.82
4,4.11
5,4.98
5,3.82
4,5.04
0,6.58
4,3.21
3,6.25
2,4.85
0,3.42
2,5.06
1,2.96
3,3.96
2,5.88
1,4.54
4,5.93
5,3.4
4,6.3
5,1.83
2,4.71
5,5.91
0,0.39
5,5.76
3,5.86
1,4.53
5,4.59
2,4.38
0,3.76
0,6.24
1,3.6
2,5.72
2,2.98
1,5.4
0,0.9
2,4.9
4,3.62
5,1.57
2,4.26
3,1.86
2,7.0
0,4.42
0,3.4
3,6.34
3,5.22
3,3.25
2,4.72
1,5.49
5,4.84
1,5.0
1,4.49
5,4.2
2,4.79
5,4.96
2,3.12
4,6.28
2,4.68
5,6.16
2,4.89
2,4.55
4,5.73
0,6.79
2,4.44
1,3.93
1,5.56
1,3.55
3,3.1
0,5.26
0,0.71
5,4.97
3,3.75
5,4.71
3,3.7
2,5.37
4,6.03
3,4.71
1,4.1
2,5.07
2,4.93
0,6.2
3,4.72
4,4.97
4,2.78
4,5.23
5,6.45
4,4.63
4,6.16
0,1.22
5,4.03
2,4.51
3,5.16
4,6.56
5,5.83
2,4.84
1,4.41
2,4.9
0,0.11
1,7.0
3,4.46
4,2.68
4,2.03
3,4.67
0,5.14
3,5.21
4,3.29
0,4.99
4,5.71
5,3.8
3,4.54
2,5.81
2,3.97
0,2.81
4,4.6
4,5.36
2,4.14
5,4.39
0,4.09
4,4.56
5,5.56
2,4.24
1,4.61
3,5.72
0,4.07
5,3.39
0,0.12
3,5.86
4,4.97
2,6.13
1,4.08
3,5.66
2,5.41
2,3.68
4,3.43
2,5.35
4,3.64
3,6.37
1,4.34
5,5.08
3,4.22
1,4.97
2,4.59
5,4.9
1,4.97
3,4.49
5,4.02
3,5.55
4,3.86
3,3.43
5,4.41
2,5.28
2,4.14
0,0.31
4,4.01
0,7.0
2,6.16
2,3.91
2,4.3
0,0.64
4,3.97
5,5.51
0,7.0
5,3.72
3,3.45
2,4.8
0,1.87
4,3.92
5,4.15
1,4.2
0,4.77
2,5.57
2,6.22
1,5.55
5,4.5
4,4.06
5,3.37
3,4.53
0,2.75
0,2.2
5,3.18
3,4.48
2,6.23
4,3.12
5,3.17
1,5.07
1,4.69
4,4.88
4,2.9
5,1.67
4,3.38
2,5.22
1,4.01
0,6.77
1,5.01
3,5.14
1,4.68
2,5.58
0,7.0
1,4.94
0,1.64
0,4.05
4,5.26
5,4.49
0,4.72
4,5.99
1,3.97
0,6.72
1,5.4
3,4.85
5,6.38
5,3.48
5,4.74
5,5.56
5,1.97
3,5.28
5,3.48
5,5.71
5,5.57
4,4.24
3,5.02
0,0.0
2,3.75
0,0.0
4,7.0
3,3.3
0,7.0
0,4.38
0,7.0
4,4.13
4,6.59
2,6.03
4,6.27
5,2.35
0,1.58
2,6.84
2,4.59
0,4.13
1,5.02
2,5.39
2,5.37
4,5.99
4,4.08
2,5.33
4,4.57
0,0.37
3,6.65
4,3.65
2,5.4
1,6.68
1,5.83
5,3.5
2,6.04
3,5.84
5,0.28
0,5.66
4,5.11
2,5.13
5,4.49
4,3.58
4,3.92
5,3.26
3,4.68
0,3.79
5,4.73
1,3.79
1,4.31
4,3.59
0,7.0
0,5.45
3,4.78
0,7.0
5,3.66
0,5.44
0,0.36
1,5.26
3,4.2
2,5.68
5,1.89
5,5.01
0,6.29
2,5.57
4,3.54
4,4.01
4,5.35
4,4.8
2,4.99
3,5.09
5,4.53
1,3.3
3,5.06
4,3.7
4,3.74
0,4.39
5,0.62
3,4.82
5,3.62
0,5.68
1,5.58
5,6.37
0,6.15
1,5.32
2,4.24
5,4.44
4,5.75
3,3.51
5,4.15
1,4.83
0,7.0
4,2.82
2,4.32
2,4.51
0,7.0
0,2.67
4,6.45
1,4.69
5,1.91
3,4.4
5,2.77
0,4.31
1,4.58
4,4.83
4,5.41
2,2.24
4,4.58
4,6.12
4,6.4
4,5.64
3,3.57
0,5.87
4,3.3
1,4.99
0,3.14
4,4.49
1,5.25
2,4.55
4,4.33
1,5.13
4,4.69
2,4.25
3,4.42
4,3.57
3,4.97
5,3.74
2,3.16
2,4.69
1,5.55
1,4.76
1,4.78
5,2.34
3,4.56
0,7.0
0,4.83
1,4.1
0,7.0
4,5.03
3,4.33
0,4.09
1,4.42
2,5.81
4,4.37
0,6.05
4,3.44
5,1.98
3,4.47
1,3.4
2,5.29
0,5.4
1,3.5
1,5.58
2,4.56
0,3.01
5,2.83
1,5.98
0,1.38
0,6.16
5,1.06
4,4.68
2,4.39
1,4.39
0,5.91
0,6.5
3,3.95
5,6.55
0,2.65
1,6.24
5,0.36
2,4.38
1,4.24
0,2.93
2,4.99
2,4.43
1,5.49
0,7.0
5,2.53
3,2.31
3,4.78
2,4.27
0,4.05
1,5.7
0,7.0
3,5.96
3,3.34
2,4.79
2,4.96
4,3.19
4,4.24
5,6.27
5,4.16
1,6.0
5,3.41
2,3.69
2,4.45
2,4.2
2,4.88
0,6.25
2,5.06
2,5.49
5,3.69
4,3.53
2,5.87
5,2.81
3,4.43
5,3.9
2,5.16
0,4.84
3,5.19
5,4.41
2,5.75
2,5.5
1,4.74
4,4.45
0,1.38
2,5.66
2,6.36
1,5.95
5,2.89
0,1.69
1,3.04
1,5.48
5,7.0
0,6.07
4,4.18
2,4.5
4,5.81
3,2.85
2,5.76
0,2.14
2,5.0
4,4.54
1,4.43
0,0.0
5,3.73
3,6.21
3,5.93
5,5.27
4,5.67
4,2.96
2,6.03
1,6.18
0,5.3
5,5.22
0,5.47
0,4.77
2,4.57
3,6.2
4,4.57
1,4.41
1,5.02
5,1.92
2,4.86
1,3.01
2,4.37
5,6.61
5,5.26
0,2.62
3,4.68
0,5.61
4,5.35
3,5.78
5,4.11
1,4.57
0,2.64
1,5.66
2,4.85
3,6.51
1,6.62
2,4.2
2,3.43
2,3.15
3,3.36
4,4.02
1,3.64
2,4.92
1,4.68
5,3.64
4,5.01
3,5.5
0,1.55
1,3.81
0,6.22
3,4.52
1,4.56
0,2.9
4,5.3
2,5.22
4,6.55
0,6.57
3,6.36
2,3.49
4,4.39
5,4.65
5,2.18
2,6.56
4,4.43
2,3.55
1,4.97
0,3.8
3,4.42
2,5.73
3,5.25
2,4.79
1,4.89
4,3.33
5,4.24
1,4.76
2,5.73
0,7.0
3,3.55
1,5.15
3,4.64
5,4.14
0,0.99
5,5.56
0,4.09
1,4.62
3,2.24
2,5.83
3,2.81
2,5.16
5,3.7
5,5.86
3,6.29
2,4.59
2,5.07
4,3.44
2,5.54
3,5.66
1,4.47
0,6.93
0,5.94
5,4.57
1,4.62
4,3.64
0,3.09
2,5.49
3,4.73
1,5.36
1,4.41
2,3.5
1,5.06
5,3.57
4,5.8
3,3.99
